iteration,player0_win,player1_win,Draw
10,61,39,0
20,48,52,0
30,79,20,1
40,76,23,1
50,92,5,3
60,85,14,1
70,83,12,5
80,93,5,2
90,91,7,2
100,92,7,1
110,88,5,7
120,83,11,6
130,87,6,7
140,88,11,1
150,93,3,4
160,91,6,3
170,88,9,3
180,84,9,7
190,88,8,4
200,79,11,10
210,84,6,10
220,79,13,8
230,79,11,10
240,92,3,5
250,90,6,4
260,87,11,2
270,84,9,7
280,85,7,8
